scientificName,redlistCategory,top 1 label,top 1 prob,top 2 label,top 2 prob,top 3 label,top 3 prob,top 4 label,top 4 prob,top 5 label,top 5 prob,top 6 label,top 6 prob,range,population,habitats,threats,use_trade,rationale,taxonomic_notes
Gobiosoma nudum,LC,LC,0.9995823502540588,NT,0.0003614090965129435,VU,2.6353834982728586e-05,EN,1.644256008148659e-05,EX,9.288355613534804e-06,CR,4.111776888748864e-06,"This species is distributed from Punta Marquis to Cabo Pulmo in Baja California and Mazatlán, Mexico to northern Peru (Love <em>et al.</em> 2021, Robertson and Allen 2024). It has passed through the Panama Canal to the Caribbean coast as a non-native, but has not been observed there for several decades (Van Tassell 2010, Robertson and Allen 2024).&#160;Records from Brazil are now attributed to an undescribed species of&#160;<em>Barbulifer</em>&#160;(Van Tassell <em>et al.</em> 2015). The species of <em>Barbulifer </em>was described in 2009 as <em>Barbulifer enigmaticus</em> (Joyeux <em>et al</em>. 2009). Records from the Galápagos (FishNet2 online database accessed September 2023) require confirmation. The depth range is&#160;0-10 m (Love <em>et al.</em> 2021).","This species has a relatively wide distribution, but is considered uncommon within its range (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024). Populations within its range appear to be declining, such as Panama (Van Tassell 2010). Along the Pacific coast of Panama, this species used to be found regularly (Rubinoff 1969), but recent sampling has found abundance to be reduced, most likely due to coastal development (Van Tassell 2010). Also, Villarreal-Cavazos <em>et al.</em> (2000) did not find this species in Cabo Pulmo, Gulf of California, though it was previously recorded there.","This species inhabits rocky tide pools and shallow, rocky intertidal areas (Robertson and Allen 2024).&#160;The maximum total length is 4.5 cm (Love <em>et al.</em> 2021).","<span style="""">This species may be impacted by coastal development and aquaculture on a local level.</span>",This species is not utilized.,"This shallow nearshore species is widely distributed. Coastal development and habitat degradation are not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern with a recommendation to conduct population monitoring.",
Ilypnus luculentus,LC,LC,0.9996070265769958,NT,0.0003341671545058489,VU,2.638695514178835e-05,EN,1.729032192088198e-05,EX,1.0752743037301116e-05,CR,4.370031547296094e-06,"This species is endemic to the Gulf of California, Mexico and the southern tip of the Baja Peninsula (Robertson and Allen 2024).&#160;The depth range is&#160;0-3 m (Robertson and Allen 2024).","This species&#160;is common and the population is not severely fragmented (O. Domínguez pers. comm. 2024). It is known from at least 138 museum specimens collected between 1948 and 1964 (FishNet2 online database accessed September 2023).<span style=""""><br/></span>","This species inhabits sand and mud bottoms in the intertidal zone (Robertson and Alle<span style="""">n 2024), sand flats off beaches, and coastal lagoons&#160;(Ellingson <em>et al.</em> 2014).&#160;It is oviparous, laying benthic eggs (Palacios-Salgado <em>et al.</em> 2012). </span>The maximum total length is 5.3 cm (Robertson and Allen 2024).",Nearshore habitat degradation is a threat to this species on a local level.,This species is not utilized.,"This intertidal soft bottom species has a small range in the Gulf of California and is common.&#160;Nearshore habitat degradation is not suspected to be causing a global level decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Lythrypnus cobalus,LC,LC,0.9993784427642822,NT,0.0005621297168545425,VU,3.092831320827827e-05,EN,1.59987775987247e-05,EX,8.410430382355116e-06,CR,4.066347628395306e-06,"This species is endemic to Cocos Island, Costa Rica (Robertson and Allen 2024). A 1972 record from Malpelo Island in Colombia (FishNet2 online database accessed September 2023) requires confirmation (D.R. Robertson pers. comm. 2024). The depth range is&#160;25-90 m (Robertson and Allen 2024, O. Domínguez pers. comm. 2024).<br/><span style=""""><br/></span>Based on a minimum convex polygon drawn around the extent of its range, the estimated extent of occurrence (EOO) is 27 km<sup>2</sup>. Based on a 2x2 km grid overlaid on&#160;the shoreline of Cocos, the estimated area of occupancy (AOO) is 48 km<sup>2</sup>.","This species&#160;is common (O. Domínguez pers. comm. 2024). It is known from at least 39 museum specimens collected in 1972, 1998, and 2009 (FishNet2 online database accessed September 2023). Out of 376 deep-water dives (50-450 m) occurring from 2006 to 2015 around Cocos Island, this species was observed eight times, and at only 1 of 18 surveyed locations (Sánchez-Jiménez <em>et al.</em> 2018).<span style=""""><br/></span>","This benthic species inhabits deep rocky bottoms (Van Tassell 2010, Robertson and Allen 2024). The maximum total length is 2.6 cm (Robertson and Allen 2024).","Strong El Niño Southern Oscillation (ENSO) events are not considered a major threat to this species at this time, although severe fish population declines have occurred in shallow waters of the Eastern Tropical Pacific in the past (e.g., Grove 1985, Guzmán and Cortés 1992, Edgar <em>et al</em>. 2009, Holbrook <em>et al</em>. 2020). As the frequency, intensity, and duration of ENSO events in the Eastern Tropical Pacific are projected to increase due to climate change (Glynn and Ault 2000, Soto 2001, Chen <em>et al. </em>2004, Cai <em>et al</em>. 2015), research is needed to determine the potential impacts to this Eastern Tropical Pacific endemic.",This species is not utilized.,"This common, deep reef species is endemic to Cocos Island in the Eastern Tropical Pacific. The estimated extent of occurrence (EOO) is 27 km<sup>2</sup>&#160;and the estimated area of occupancy (AOO) is 48 km<sup>2</sup>. No major threats have been identified that could drive this species to near extinction or extinction within two generations. It is listed as Least Concern with a recommendation to research its population status and potential impacts from severe ENSO events.",
Lythrypnus rhizophora,LC,LC,0.9991363883018494,NT,0.000783495488576591,VU,4.2721585487015545e-05,EN,2.093003422487527e-05,EX,1.0835870853043161e-05,CR,5.5515374697279185e-06,"This species is distributed in the Tropical Eastern Pacific from Costa Rica to western Panama, Cocos Island and the Galapagos Islands (Robertson and Allen 2024).&#160;The depth range is&#160;1-20 m (Robertson and Allen 2024).","This species is common (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024). It is locally abundant in the Galapagos (O. Domínguez pers. comm. 2024).&#160;It is known from at least 84 museum lots, with the largest lot containing at least 400 individuals (FishNet2 online database accessed September 2023).","This species inhabits crevices and caves in rocky walls, shelves, and reefs (Findley and Van Tassell 2010, Robertson and Allen 2024).&#160;The maximum total length is 3.4 cm (Robertson and Allen 2024).","Strong El Niño Southern Oscillation (ENSO) events are not considered a major threat to this species at this time, although severe fish population declines have occurred in shallow waters of the Eastern Tropical Pacific in the past (e.g., Grove 1985, Guzmán and Cortés 1992, Edgar <em>et al</em>. 2009, Holbrook <em>et al.</em> 2020). As the frequency, intensity, and duration of ENSO events in the Eastern Tropical Pacific are projected to increase due to climate change (Glynn and Ault 2000, Soto 2001, Chen <em>et al.</em> 2004, Cai <em>et al</em>. 2015), research is needed to determine the potential impacts to this Eastern Tropical Pacific endemic.",This species is not utilized.,"This rocky reef species is common and has a somewhat small range. Severe ENSO events are not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.","<em>Lythrypnus pulchellus</em> was separated from <em>L. rhizophora</em> based on island vs coastal distribution by Bussing (1990). However, unpublished molecular data indicates that they may be the same species."
Microdesmus affinis,LC,LC,0.9996107220649719,NT,0.00032474289764650166,VU,2.7859598048962653e-05,EN,1.9673778297146782e-05,EX,1.217753924720455e-05,CR,4.8359192987845745e-06,"This species is distributed in the Tropical Eastern Pacific from&#160;the southwestern and eastern Gulf of California, Mexico south to Ecuador (Robertson and Allen 2024). The distribution may be wider than is currently understood (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024). The depth range is 0-10 m (Robertson and Allen 2024).","The general abundance of this species is unknown (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024). It is known from at least three specimens collected after 1913 (FishNet2 online database accessed September 2023).<span style=""""><br/></span>","This poorly known species inhabits estuaries with sand and gravel bottoms (Galván-Magaña <em>et al.</em> 2000, Van Tassell 2010).&#160;The maximum total length is 11 cm (Robertson and Allen 2024).",This species may be locally impacted by estuarine degradation.,This species is not utilized.,"This estuarine species is widely distributed. Estuarine degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Microdesmus dipus,LC,LC,0.9996057152748108,NT,0.000329118367517367,VU,2.8184174880152568e-05,EN,1.9481967683532275e-05,EX,1.2508786312537268e-05,CR,4.978281140211038e-06,"This species is distributed in the Tropical Eastern Pacific from Baja California and the southwest Gulf of California, Mexico south to Colombia (Robertson and Allen 2024).&#160;The depth range is 0-5 m (Robertson and Allen 2024).","This species is not uncommon (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024). It is considered common in the Sanctuary of Bahía Chamela in Mexico (Galván-Villa <em>et al.</em> 2016). It is known from at least 17 museum lots, with the largest lot containing at least seven individuals (FishNet2 online database accessed September 2023).","This cryptic species inhabits rocky tide pools (Van Tassell 2010, Robertson and Allen 2024). During low tide, it takes refuge in crevices and irregularities in the substrate (Cobo-Viveros and Canter-Kintz 2015). It has been observed in salinities ranging from 15-37.5 ppt (Castro-Aguirre <em>et al</em>. 1999). The maximum total length is 8.8 cm (Robertson and Allen 2024).",This species may be locally impacted by coastal development.,This species is not utilized.,"This rocky tidepool species is widely distributed. Coastal development is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Microdesmus dorsipunctatus,LC,LC,0.9996073842048645,NT,0.0003275017661508173,VU,2.808114186336752e-05,EN,1.985992093977984e-05,EX,1.2283147952985018e-05,CR,4.884305781160947e-06,"This species is distributed in the Tropical Eastern Pacific from&#160;Bahía Almejas in southern Baja California, in the western-central Gulf of California and Sinaloa, Mexico south to Panama (Love <em>et al.</em> 2021).&#160;The depth range is 0-10 m (Love <em>et al.</em> 2021).","This species is common (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024),&#160; including in the Sanctuary of Bahía Chamela in Mexico (Galván-Villa&#160;<em>et al.</em>&#160;2016). It is known from at least 13 museum lots, with the largest lot containing at least four individuals (FishNet2 online database accessed September 2023).","This species inhabits muddy substrate in estuaries, mangrove creeks, and littoral lagoons, and often travels upstream into rivers (Van Tassell 2010, Angulo 2021). It has been observed in salinities of 15-37.5 ppt (Castro-Aguirre <em>et al</em>. 1999) and 34.5 ppt (Romero-Berny <em>et al</em>. 2018). The maximum total length is 12.5 cm (Love <em>et al.</em> 2021).",This species may be locally impacted by coastal development and the degradation of mangrove habitats.,This species is not utilized.,"This common, estuarine species is widely distributed. Estuarine degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Microdesmus retropinnis,LC,LC,0.999583899974823,NT,0.00034749635960906744,VU,3.016445589310024e-05,EN,2.114884955517482e-05,EX,1.217332282976713e-05,CR,5.102057002659421e-06,This species is distributed in the Tropical Eastern Pacific from Costa Rica south to Ecuador (Robertson and Allen 2024). A record from the Gulf of California may require verification (D.R. Robertson pers. comm. 2024). The depth range is 0-5 m (Robertson and Allen 2024).,"This species can be locally abundant in parts of its range (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024). It is known from at least 11 museum lots, with the largest lot containing at least 43 individuals (FishNet2 online database accessed September 2023).","This species inhabits intertidal rock pools, beach rock, and possibly brackish waters (Van Tassell 2010, Robertson and Allen 2024).&#160;The maximum total length is 12.5 cm (Robertson and Allen 2024).",This species may be locally impacted by coastal development.,This species is not utilized.,"This shallow nearshore species is somewhat widely distributed and can be locally abundant. Habitat degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Microdesmus suttkusi,LC,LC,0.9996113181114197,NT,0.0003246053238399327,VU,2.7743564714910462e-05,EN,1.9138267816742882e-05,EX,1.2292337487451732e-05,CR,4.883374913333682e-06,"This species is distributed in the Tropical Eastern Pacific from the southwestern Gulf of California and Puerto Vallarta, Mexico south to Colombia (Van Tassell 2010, Robertson and Allen 2024).&#160;The depth range is 0-5 m (Robertson and Allen 2024).","This species is locally common (D.R. Robertson and O. Domínguez pers. comm. 2024). It is known from at least eight museum specimens collected in 1960, 1961, 1970, and 2002 (FishNet2 online database accessed September 2023).","This species inhabits rocky shores and muddy mangrove streams (Gilbert 1966, Robertson and Allen 2024).&#160;The maximum total length is 12.5 cm (Robertson and Allen 2024).",This species may be locally impacted by coastal development and the degradation of mangrove habitats.,This species is not utilized.,"This shallow nearshore species is widely distributed and can be locally common. Habitat degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Mugilogobius fasciatus,NT,LC,0.9174909591674805,NT,0.07539118826389313,VU,0.00499745411798358,EN,0.0013079968048259616,EX,0.00041011039866134524,CR,0.00040224409895017743,"This species is distributed from Phuket, Thailand to Malaysia and Singapore (Larson 2001, Larson and Murdy 2010, Satapoomin 2011, Larson <em>et al</em>. 2016). The area in which this species is distributed is approximately 4,425 km² (Larson and Murdy 2010). The depth range is 0-10 m.<br/><br/>Based on a minimum convex polygon drawn around the extent of its range, the estimated extent of occurrence (EOO) is 106,946 km<sup>2</sup>. Based on clipping the distribution to the 2020 WCMC global mangrove map, which results in an estimated area of mangrove of 2,268 km<sup>2</sup> within its range, the estimated area of occupancy (AOO) is inferred to be nearly 2,000 km<sup>2</sup>. The number of locations is less than 10 based on the major pervasive threat from mangrove loss.","<span style="""">This species is uncommon in general and patchily distributed. It&#160;was described from 25 specimens collected in 1991-1994 (Larson 2001). The population is severely fragmented as this is a mangrove obligate and the availability of mangrove habitat within its range is extremely fragmented.</span><span style=""""><br/></span>","This small, cryptobenthic goby can be found in brackish water and inhabits small, shallow mangrove creeks and pools, often found hiding in the leaf litter (Larson 2001).&#160;The maximum standard length is 2.4 cm (Larson 2001).","The extent of mangrove loss across this species' range is as follows: in Singapore, mangrove cover declined from 1,570 ha in 1987 to 500 ha in 1990; in Thailand, mangrove cover declined from 268,693 ha in 1982 to 244,000 ha in 2000; and in Malaysia, mangrove cover declined from 641,172 ha in 1990 to 572,100 ha in 2000 (FAO 2003). These losses are attributed to cutting for coastal development, shrimp ponds, and wood (Ong 2002). In addition to the loss of mangrove forests, the coastal waters surrounding shrimp ponds start to accumulate high levels of ammonia as a by-product of the farming; they become silty as sediments become unstable, and the natural nutrient cycling capacity of the system is lost. With a loss of nutrient cycling, coastal waters become increasingly more impacted by coastal development and pollution. This species is further threatened by habitat fragmentation (Larson and Murdy 2010).<br/><br/>Many species within the genus <em>Mugilogobius</em> are popular in the aquarium trade. Further research is needed to establish if this species is also harvested for the trade or if it is taken incidentally during the harvest of other <em>Mugilogobius</em> species (Larson and Murdy 2010).",This species is not utilized.,"This mangrove-dependent species has a restricted range from Thailand to Singapore. The estimated area of occupancy (AOO) is inferred to be nearly 2,000 km<sup>2</sup>&#160;and the population is severely fragmented.&#160;The loss of mangrove habitat and pollution runoff has been extensive throughout its range. The number of locations is less than 10 and it is listed as Near Threatened B2ab(iii) with a recommendation to research its population status.",
Parioglossus marginalis,LC,LC,0.9993487000465393,NT,0.0005463733104988933,VU,4.636963421944529e-05,EN,3.159092739224434e-05,EX,1.8791999536915682e-05,CR,8.232525942730717e-06,"The species is distributed in eastern Australia in New South Wales from the Hawkesbury River&#160;to Wagonga Inlet (D. Hoese pers. comm. 2014, Bray 201<span style="""">7).&#160;Records of&#160;<em>Parioglossus neocaledonicus</em>&#160;from New Caledonia are now attributed to this species&#160;and it may be very widespread in general (D. Hoese pers. comm. 2024). It i</span>s non-native at the North Island of New Zealand where it is thought to have been introduced via ships' ballast water&#160;(McDowall 2000, NIWA 2013).&#160;The depth range is 0-6 m (Rennis and Hoese 1985, Hoese and Larson 2024).","This species is generally rare, but is found in habitats not often sampled. It is locally abundant in parts of Sydney Harbour and Port Hacking (D. Hoese pers. comm. 2014).&#160;<span style="""">In its non-native range in New Zealand, the North Cape population was re-surveyed in 2004 (after being first discovered there in 2000) and the surveyors failed to re-detect it, despite the stream being very small. It is likely that if it existed in significant numbers there, it would have been located in this survey. Additional estuarine seining was carried out at this time between Spirits Bay camp ground and the ocean to see if it was common in another close catchment, but again this species was not detected (B. David pers. comm. 2014). The New Zealand population is&#160;non-breeding (H.K. Larson and C. Goatley pers. comm. 2024).</span>","This species occurs in small groups in coastal marine bays, estuaries and harbours over silty bottoms (H.K. Larson pers. comm. 2024). Generally, <em>Parioglossus </em>species live at the mouths of small creeks and can easily swim between freshwater and marine waters. This species may be more common in upper reaches of estuaries than in fully marine environments. In Australia, this species is found in turbid environments in the upper reaches of estuaries, harbours and coastal embayments, sometimes in mangroves and lower stretches of rivers.&#160;The two known&#160;New Zealand&#160;sites of this species are at least partly seawater.&#160;On Great Barrier Island, this species was found in a low gradient wetland, where the tidal wedge penetrates quite far inland and at Tom Bowling Bay, North Cape, it is known from a small brackish stream. Laboratory tests have shown that this species can tolerate fully fresh water for at least a fortnight.&#160;It&#160;swims freely in mid-water in small to large shoals.&#160;The maximum total length is 4 cm (McDowall 2000, NIWA 2013).","<span style="""">Estuarine degradation, including mangrove habitat conversion/degradation, coastal development, terrestrial run-off, and hydrological pattern changes, may impact this species on a local level.&#160;</span>",This species is not utilized.,"This estuarine species is widely distributed. Estuarine degradation is not suspected to be driving a global decline approaching 30% at this time; therefore, it is listed as Least Concern with a recommendation to monitor populations.","<span style=""""><em style="""">Parioglossus neocaledonicus</em> from New Caledonia is a synonym of <em>P. marginalis</em> and&#160;<em style="""">P. verticalis</em> from Palau may also be a synonym (D. Hoese pers. comm. 2024).</span>"
Parrella ginsburgi,LC,LC,0.9996174573898315,NT,0.0003192455042153597,VU,2.7377322112442926e-05,EN,1.8894592358265072e-05,EX,1.2147776942583732e-05,CR,4.812176484847441e-06,"This species is distributed in the Tropical Eastern Pacific from the northern and eastern Gulf of California, Mexico south to Panama (Robertson and Allen 2024). The depth range is&#160;1-10 m (Robertson and Allen 2024).","The general abundance of this species is unknown. It is known from at least 24 museum specimens collected in 1933, 1938, 1947, and 1956 (FishNet2 online database accessed September 2023).",This benthic species inhabits nearshore environments with soft substrata (Robertson and Allen 2024).&#160;The maximum total length is 6 cm (Robertson and Allen 2024).,There are no known major threats.,This species is not utilized.,"This shallow soft bottom species is widely distributed. There are no known major threats; therefore, it is listed as Least Concern.",
Silhouettea evanida,LC,LC,0.9995644688606262,NT,0.00037485433858819306,VU,2.7894304366782308e-05,EN,1.8335993445361964e-05,EX,1.0107514754054137e-05,CR,4.284789611119777e-06,"This species is distributed in northern Australia (Rowley Shoals, Western Australia to Darwin, Northern Territory and to Moreton Bay, Queensland), Sikao in Thailand and the Sembilang River estuary in South Sumatra, Indonesia<span style="""">&#160;(I</span>qbal <em>et al</em>. 2018, Bray 2020, D. Hoese and H.K. Larson pers. comm. 2024). The depth range is 0-0.25 m (Hoese and Larson 2024).","<span style="""">This species is common and can be locally abundant (H.K. Larson pers. comm. 2024).&#160;Due to its small and cryptic nature, there is little information on its abundance (Iqbal <em>et al</em>. 2018).&#160;This species is known from at least 37 specimens collected from 1935-2004 (FishNet2 online database accessed January 2024) and two additional specimens collected in 2017</span><span style=""background-color: rgb(255, 255, 255);"">&#160;(Iqbal&#160;</span><em>et al</em><span style=""background-color: rgb(255, 255, 255);"">. 2018)</span><span style="""">.</span>","This small, cryptobenthic goby occurs in the intertidal zone in&#160;quiet pools and shallows on sand or sandy/mud substrate, including beaches and mangrove creeks (Iqbal <em>et al</em>. 2018, H.K. Larson pers. comm. 2024).&#160;It quickly hides in the sediment when threatened (Bray 2020). The maximum total length is 3 cm (Bray 2020).",Degradation of nearshore habitats due to coastal development and terrestrial run-off may impact this species on a local level.,This species is not utilized.,"This widely distributed, shallow nearshore species has no known major threats and can be common and locally abundant; therefore, it is listed as Least Concern.",
Taenioides cirratus,LC,LC,0.9996504783630371,NT,0.0002888543240260333,VU,2.6603082005749457e-05,EN,1.852248897193931e-05,EX,1.1150666068715509e-05,CR,4.4335847633192316e-06,"<p>This species, as presently understood, is widespread from Zanzibar, Tanzania in East Africa, northern Australia, New Caledonia (Séret 1997) and New Guinea, including the Lower Fly River of Papua New Guinea and near Manokwari, West Papua, Indonesia (G.R. Allen pers. comm. 2019). It has also been reported from Oman, Pakistan, the east coast of India (Larson 2022), Bangladesh (Rakib <em>et al</em>. 2021), Viet Nam (Muda <em>et al</em>. 2001), the Gulf of Thailand, Taiwan and the East and South China Sea coasts of China (Zhang <em>et al</em>. 2023). <br/><br/>This species is reported as invasive in many inland lakes in China (e.g., Chaohu, Nansihu, and Gaoyou Lakes) (Zhang <em>et al</em>. 2023). Reports of this species from Australia are likely misidentifications of a species of uncertain identity (Hoese 2018). This species' distribution in China requires clarification as there is cryptic diversity within its distribution (Zhang&#160;<em>et al</em>. 2023). Previous mentions of this species in Japan are no longer accepted (Kurita and Yoshino 2012). Records from western India, the Philippines and Sabah, Malaysia (GBIF online database accessed February 2024) may require verification.&#160;</p><p>Depending on the outcome from a needed taxonomic revision of the <em>Taenioides </em>genus, its true distribution may be much narrower than is currently understood (G.R. Allen pers. comm. 2019). The depth range is 0-30 m (FishNet2 online database accessed January 2024).</p>","As this is a cryptic mud-burrowing species, it is not often collected and there is very little information on its populations (Larson 2012). It is known from at least 81 museum lots (FishNet2 online database accessed January 2024) but many of these records are uncertain due to ongoing taxonomic uncertainty. A study in Bangladesh examining length-weight ratios of marine fish species&#160;from the Meghna River Estuary examined 101 individuals of this species collected between July 2018 and June 2019 (Rakib <em>et al</em>. 2021).","<p>This cryptic, burrowing species inhabits shallow mud-substrate in coastal areas, mangroves and estuaries and the lower, tidal reaches of muddy-bottomed rivers and streams (Larson 2022). The maximum total length is 36.2 cm (Siddique <em>et al</em>. 2021).</p>","This species may be locally impacted by removal or destruction of its coastal habitat, for example, the removal of mangroves or coastal developments.",This species is not utilized.,"Despite some taxonomic uncertainty, this estuarine species is currently understood to have a&#160;wide distribution and appears common in parts of its range. Nearshore habitat degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern with a recommendation to conduct taxonomic research to clarify the true extent of its distribution.","There is high taxonomic uncertainty associated with this species and work is currently ongoing (D. Hoese and H.K. Larson pers. comm. 2024). According to mitochondrial genetic analysis, partial geographic populations of this species may have cryptic species and diversity (Zhang <em>et al</em>. 2023).&#160;Taxonomic revision of the genus <em>Taenioides </em>is needed as there is taxonomic confusion and a number of cryptic species in the genus (Yao <em>et al</em>. 2022) and this research is currently&#160;underway (Ba 2023)."
Tigrigobius limbaughi,LC,LC,0.9996140599250793,NT,0.00032747394288890064,VU,2.611234776850324e-05,EN,1.7220505469595082e-05,EX,1.0755268704087939e-05,CR,4.350609287939733e-06,"This species is distributed in the Tropical Eastern Pacific from Cabo San Lucas in southern Baja California to the central Gulf of California, and south to Bahía Banderas, Jalisco in central Mexico (Love <em>et al.</em> 2021, Robertson and Allen 2024). The depth range for this fish is 2–35 m (Love <em>et al.</em> 2021).","This species is common and the population is not severely fragmented (O. Domínguez and D.R. Robertson pers. comm. 2024). It is known from at least 60 museum specimens collected in 1952, 1971, and 1990 (FishNet2 online database accessed September 2023).&#160;<span style=""""><br/></span>","This species&#160;inhabits rocky reefs and feeds on sessile invertebrates and ectoparasites from the surface of other fishes (Findley and Van Tassell 2010, Robertson and Allen 2024). It most frequently cleans moray eels, and can be found associating with echinoids in deeper water (5-20 m) (Hayes <em>et al.</em> 2022, Robertson and Allen 2024). The maximum standard length is 3.6 cm (Love <em>et al.</em> 2021).","Strong El Niño Southern Oscillation (ENSO) events are not considered a major threat to this species at this time, although the frequency and intensity of El Niño Southern Oscillation (ENSO) events is increasing&#160;(Cai <em>et al.</em> 2015). In the Gulf of California, intense heatwaves resulting from ENSO events have been known to decrease both biomass and species richness of rocky reef fish communities (Favoretto&#160;<em>et al.</em>&#160;2022). Even noncommercial fishes and those occurring in MPAs have been negatively impacted by climate change related events, with rocky reef fish assemblages and geographic distributions being unnaturally altered (Favoretto <em>et al.</em> 2022).",This species may be utilized in the aquarium trade (Findley and Van Tassell 2010).,"This rocky reef species has a relatively small range in Mexico and is common.&#160;Severe ENSO events are not considered a major threat at this time; therefore, it is listed as Least Concern.",This species was previously referred to as <em>Elacatinus limbaughi</em>.
